ticker,snapshot_date,rvol,volume_zscore,vol_price_divergence,vol_spike_days,vol_trend_slope_norm,log_return_1d,price_vs_sma20,rsi_14,bb_width,gap_open,range_expansion,buzz_density,extreme_language_ratio,moderate_hype_ratio,bearish_ratio,source_diversity,headline_similarity,catalyst_flag,hype_without_catalyst,news_volume_sync,silent_spike,pseudo_label,hype_score_raw
PLTR,2024-03-25,0.454,-0.893,-0.911,0,-0.066432,0.01356,-0.767,54.16,13.016,-0.248,0.682,3.75,0.033,0.033,0.0,0.633,0.101,0,0,0,0,NEUTRAL,0.4068
MCD,2025-02-14,0.809,-0.494,0.334,1,-0.357949,-0.00475,5.123,71.85,13.52,0.058,0.623,3.75,0.0,0.0,0.033,0.5,0.097,0,0,0,0,NEUTRAL,0.3728
SBUX,2023-10-03,1.149,0.768,-0.662,0,0.095888,-0.01827,-4.88,14.56,10.123,-0.691,1.201,3.75,0.0,0.0,0.0,0.7,0.087,0,0,0,0,NEUTRAL,0.4531
NFLX,2024-07-25,1.221,0.404,0.923,2,-0.291072,-0.00299,-4.158,22.43,12.015,0.788,1.383,3.75,0.0,0.033,0.067,0.533,0.101,0,0,0,0,NEUTRAL,0.337
SOFI,2024-11-01,0.683,-0.585,-0.481,1,-0.264672,-0.01171,9.508,63.37,39.058,0.358,0.757,3.75,0.0,0.0,0.133,0.4,0.112,0,0,0,0,NEUTRAL,0.418
F,2023-08-03,0.87,-0.421,0.41,1,-0.227427,0.00459,-6.504,22.07,19.797,-0.383,0.902,3.75,0.0,0.033,0.033,0.433,0.072,0,0,0,0,NEUTRAL,0.3643
AVGO,2023-10-23,0.803,-0.516,-0.203,1,-0.129641,0.01001,1.0,62.13,13.694,0.507,1.16,3.75,0.0,0.033,0.0,0.633,0.125,0,0,0,0,NEUTRAL,0.4082
NOW,2023-12-12,0.835,-0.546,-0.776,0,0.056653,0.01598,5.736,81.75,10.734,0.0,1.139,3.75,0.0,0.0,0.0,0.433,0.088,0,0,0,0,NEUTRAL,0.4045
NEM,2024-04-15,0.826,-0.643,0.309,0,0.036306,-0.00519,5.072,80.13,24.564,0.621,0.885,3.75,0.0,0.1,0.067,0.467,0.127,0,0,0,0,NEUTRAL,0.4441
CAT,2024-06-04,1.333,0.642,0.189,1,0.088653,-0.0115,-6.095,24.77,11.283,-0.8,0.782,3.75,0.0,0.033,0.0,0.533,0.083,0,0,0,0,NEUTRAL,0.4106
SNAP,2023-08-14,0.693,-0.367,-0.204,0,0.013833,-0.00901,-12.024,22.25,40.173,-0.399,0.626,3.75,0.0,0.033,0.0,0.633,0.094,0,0,0,0,NEUTRAL,0.3707
DE,2024-09-04,1.524,1.473,-0.099,0,0.2187,0.0161,5.907,80.55,16.873,0.22,1.766,3.75,0.0,0.033,0.033,0.3,0.095,0,0,0,0,ORGANIC,0.2611
PEP,2024-12-03,0.775,-0.694,-0.053,0,0.010733,-0.00831,-0.524,43.23,6.874,-0.129,0.719,3.75,0.0,0.0,0.033,0.433,0.102,0,0,0,0,NEUTRAL,0.3866
AAL,2023-10-12,1.501,1.832,-1.865,0,0.062492,-0.03423,-5.412,36.36,10.683,0.962,1.648,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3617
PLTR,2024-06-13,0.757,-0.894,-1.346,0,-0.043975,-0.02126,5.277,71.0,19.454,0.337,1.152,3.75,0.033,0.033,0.0,0.633,0.101,0,0,0,0,NEUTRAL,0.3744
C,2023-08-03,0.733,-0.775,0.517,0,-0.08754,-0.00216,-1.554,53.6,6.129,-0.734,0.875,3.75,0.033,0.0,0.0,0.533,0.074,0,0,0,0,NEUTRAL,0.3866
ORCL,2023-09-22,0.735,-0.287,0.37,3,0.012674,-0.00366,-7.12,32.17,20.458,0.512,0.68,3.75,0.0,0.0,0.0,0.6,0.101,1,0,0,0,ORGANIC,0.222
U,2023-10-03,0.747,-0.47,-3.248,0,0.012132,-0.04077,-13.666,17.73,39.087,-1.67,1.219,3.75,0.0,0.1,0.0,0.367,0.088,0,0,0,0,NEUTRAL,0.3711
PENN,2023-12-12,0.676,-0.832,-1.948,0,0.100203,-0.02659,-0.395,47.21,14.846,-0.196,0.768,3.75,0.0,0.0,0.067,0.467,0.072,0,0,0,0,NEUTRAL,0.3731
TMO,2023-07-14,0.61,-0.762,0.096,0,-0.006015,0.00513,1.361,54.83,5.752,0.573,0.9,3.75,0.0,0.0,0.033,0.367,0.094,0,0,0,0,NEUTRAL,0.3891
SOFI,2025-01-03,0.877,-0.381,-4.148,0,0.139761,0.04903,-5.481,43.01,16.616,1.203,0.983,3.75,0.0,0.0,0.133,0.4,0.112,0,0,0,0,NEUTRAL,0.4198
TXN,2024-01-03,1.039,0.07,-0.45,0,0.138824,-0.015,1.009,65.67,13.283,-0.75,1.057,3.75,0.0,0.067,0.0,0.367,0.063,0,0,0,0,NEUTRAL,0.4319
EOG,2023-12-12,1.006,0.021,-0.278,0,-0.024877,-0.01292,-3.726,20.83,7.464,-1.233,0.73,3.75,0.033,0.067,0.0,0.433,0.104,0,0,0,0,NEUTRAL,0.4045
CVX,2024-04-24,1.031,0.165,0.588,0,0.042319,0.00441,2.274,58.82,5.821,-0.596,0.769,3.75,0.0,0.1,0.033,0.467,0.101,0,0,0,0,NEUTRAL,0.4188
SNOW,2024-07-16,0.526,-1.418,-1.336,0,-0.06701,0.01845,1.241,67.78,18.692,0.957,0.898,3.75,0.0,0.0,0.033,0.5,0.095,0,0,0,0,NEUTRAL,0.3969
MCD,2024-05-14,0.865,-0.492,0.621,0,0.012858,-0.00244,-0.596,38.23,4.241,0.295,0.931,3.75,0.0,0.0,0.033,0.5,0.097,0,0,0,0,NEUTRAL,0.4357
COIN,2024-11-12,1.606,1.03,0.03,2,0.029177,-0.01589,42.268,77.38,72.638,-4.376,0.779,3.75,0.0,0.067,0.067,0.367,0.044,0,0,0,0,HYPE,0.799
CVNA,2024-12-03,0.676,-0.45,0.354,1,0.011614,0.00321,2.966,58.19,12.568,-0.761,0.658,3.75,0.0,0.0,0.067,0.5,0.088,0,0,0,0,NEUTRAL,0.3908
JNJ,2024-06-04,1.136,0.506,1.095,1,0.00082,0.00041,-0.795,44.14,7.479,-0.176,0.866,3.75,0.0,0.067,0.0,0.467,0.08,0,0,0,0,NEUTRAL,0.3692
V,2025-01-15,0.768,-0.335,-1.558,0,-0.021065,0.023,0.534,48.5,5.098,1.485,0.994,3.75,0.033,0.0,0.0,0.4,0.096,0,0,0,0,NEUTRAL,0.3943
RIVN,2024-10-23,0.727,-0.58,-2.419,0,-0.021799,-0.03196,-3.243,36.52,15.761,-0.667,1.615,3.75,0.033,0.0,0.033,0.3,0.06,0,0,0,0,NEUTRAL,0.37
DIS,2023-12-12,1.095,0.329,-0.131,0,0.050187,-0.01233,-1.933,36.42,6.567,-0.087,0.916,3.75,0.0,0.0,0.0,0.333,0.109,0,0,0,0,NEUTRAL,0.3988
AMZN,2023-10-12,1.015,0.054,0.636,0,0.035384,0.00379,1.594,56.33,14.469,0.258,0.99,3.75,0.0,0.067,0.033,0.533,0.053,0,0,0,0,NEUTRAL,0.369
CAT,2024-08-14,0.568,-1.159,0.211,0,-0.052158,-0.00358,-0.186,45.69,11.751,0.236,0.652,3.75,0.0,0.033,0.0,0.533,0.083,0,0,0,0,NEUTRAL,0.3887
AMC,2024-03-25,0.613,-0.798,0.368,0,-0.006919,0.00245,-6.844,31.86,20.022,0.735,1.096,3.75,0.0,0.067,0.033,0.567,0.077,0,0,0,0,NEUTRAL,0.432
META,2024-11-01,1.31,0.639,1.236,2,0.193245,-0.00074,-2.287,37.94,6.549,0.005,0.824,3.75,0.0,0.0,0.033,0.533,0.092,0,0,0,0,NEUTRAL,0.3957
PINS,2024-03-14,0.939,-0.235,-0.593,0,-0.070764,-0.01544,-4.023,37.69,8.69,-0.116,0.909,3.75,0.0,0.067,0.1,0.333,0.064,0,0,0,0,NEUTRAL,0.3805
SNAP,2023-12-01,1.147,0.305,-1.095,1,0.248212,0.02217,17.189,88.52,31.263,-0.578,1.383,3.75,0.0,0.033,0.0,0.633,0.094,0,0,0,0,NEUTRAL,0.3682
CVNA,2023-09-22,0.72,-0.709,-1.401,1,-0.133627,-0.02144,-13.133,35.78,31.295,2.296,0.833,3.75,0.0,0.0,0.067,0.5,0.088,0,0,0,0,NEUTRAL,0.426
KO,2024-07-25,1.426,1.999,1.031,0,0.057276,0.00394,3.126,68.9,6.548,0.349,1.072,3.75,0.0,0.033,0.0,0.467,0.109,0,0,0,0,NEUTRAL,0.3676
GOOGL,2024-05-23,0.744,-0.646,-0.86,0,-0.040994,-0.01617,1.703,64.83,10.072,0.391,1.714,3.75,0.0,0.0,0.033,0.567,0.08,0,0,0,0,NEUTRAL,0.3764
DE,2025-01-27,1.123,0.322,-0.001,1,-0.028639,0.01117,10.742,80.1,21.587,0.257,0.803,3.75,0.0,0.033,0.033,0.3,0.095,0,0,0,0,NEUTRAL,0.41
PINS,2024-12-12,1.025,0.08,-2.389,0,0.000531,-0.03473,0.687,58.53,16.769,0.063,1.213,3.75,0.0,0.067,0.1,0.333,0.064,0,0,0,0,NEUTRAL,0.4611
MU,2023-10-03,0.806,-0.363,0.615,1,-0.314044,-0.00191,-2.032,39.74,8.83,-1.162,1.176,3.75,0.033,0.033,0.033,0.467,0.094,0,0,0,0,NEUTRAL,0.369
NEM,2023-10-03,1.395,1.072,0.467,1,-0.092067,-0.00933,-9.403,25.39,17.544,-0.816,0.794,3.75,0.0,0.1,0.067,0.467,0.127,0,0,0,0,NEUTRAL,0.4226
NKE,2024-09-24,1.65,0.826,0.188,1,0.231326,0.01451,7.125,74.88,13.569,1.439,0.861,3.75,0.067,0.033,0.0,0.5,0.118,0,0,0,0,ORGANIC,0.1867
TGT,2024-04-15,1.62,2.135,0.951,0,0.250851,-0.0067,-3.818,32.51,8.212,1.842,1.49,3.75,0.0,0.033,0.033,0.467,0.081,0,0,0,0,NEUTRAL,0.3782
PENN,2024-06-13,1.199,0.295,-1.497,2,0.198578,0.0266,15.095,70.17,27.545,0.0,0.58,3.75,0.0,0.0,0.067,0.467,0.072,0,0,0,0,NEUTRAL,0.4227
BBBY,2024-06-13,1.438,1.364,-8.384,1,0.00457,-0.10338,-12.694,31.02,30.767,0.461,2.01,3.75,0.0,0.0,0.0,0.5,0.165,0,0,0,0,HYPE,0.7787
MS,2024-04-04,0.712,-0.544,-0.062,0,-0.014052,-0.00777,2.041,61.1,11.665,1.29,1.713,3.75,0.033,0.0,0.0,0.433,0.073,0,0,0,0,NEUTRAL,0.4499
NOW,2024-11-12,0.972,-0.067,-0.213,0,0.01027,0.01178,9.417,82.2,17.377,-0.505,1.199,3.75,0.0,0.0,0.0,0.433,0.088,0,0,0,0,NEUTRAL,0.4221
KO,2024-01-12,0.864,-0.168,-0.105,0,0.043079,0.00965,2.003,80.15,5.369,0.451,0.924,3.75,0.0,0.033,0.0,0.467,0.109,0,0,0,0,NEUTRAL,0.4232
DHR,2023-07-05,0.868,-0.303,0.628,0,-0.031153,0.0024,-0.028,44.63,4.196,-1.237,1.014,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.3844
DHR,2024-12-03,1.046,0.151,0.872,0,0.053894,-0.00174,0.711,52.33,9.483,-0.261,0.707,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.4294
SPCE,2023-10-23,0.969,-0.116,-5.129,0,0.022143,-0.06291,-7.895,45.08,19.828,-0.61,1.009,3.75,0.167,0.033,0.0,0.6,0.078,0,0,0,0,NEUTRAL,0.306
JNJ,2024-07-05,0.761,-0.595,0.219,1,-0.204117,0.00541,-0.07,55.27,2.837,0.055,1.063,3.75,0.0,0.067,0.0,0.467,0.08,0,0,0,0,NEUTRAL,0.3605
GME,2025-01-27,0.601,-0.868,-2.28,0,-0.025274,-0.02923,-10.486,26.6,31.329,-3.061,0.63,3.75,0.033,0.033,0.033,0.433,0.079,0,0,0,0,NEUTRAL,0.4192
IBM,2025-01-03,0.992,-0.014,-0.24,1,0.118027,0.01225,-1.703,33.24,9.583,0.277,0.882,3.75,0.0,0.0,0.0,0.6,0.108,0,0,0,0,NEUTRAL,0.4086
UNH,2024-10-14,0.863,-0.519,-0.366,0,0.004707,0.01222,3.54,75.9,6.287,0.177,1.117,3.75,0.033,0.067,0.0,0.533,0.097,0,0,0,0,NEUTRAL,0.3991
TLRY,2024-04-04,1.98,1.534,-3.985,6,0.240754,-0.0615,29.001,77.84,74.86,3.509,1.063,3.75,0.033,0.0,0.0,0.367,0.104,0,0,1,0,HYPE,0.8634
GME,2024-03-14,0.906,-0.312,-0.708,0,-0.017338,-0.01627,1.671,65.14,17.605,-0.471,0.852,3.75,0.033,0.033,0.033,0.433,0.079,0,0,0,0,HYPE,0.8089
ABBV,2023-11-01,0.812,-0.454,-0.101,3,-0.033909,0.0091,-2.262,37.33,7.578,0.482,0.617,3.75,0.0,0.033,0.0,0.467,0.091,0,0,0,0,NEUTRAL,0.3885
AMZN,2024-12-03,0.768,-0.636,-0.528,0,-0.017766,0.01287,3.598,54.67,9.483,-0.19,0.96,3.75,0.0,0.067,0.033,0.533,0.053,0,0,0,0,NEUTRAL,0.3948
CLF,2025-01-15,0.611,-0.729,0.415,0,-0.074676,0.00195,5.676,67.19,15.178,3.229,0.821,3.75,0.0,0.0,0.0,0.333,0.094,0,0,0,0,NEUTRAL,0.3811
AFRM,2024-11-01,0.729,-0.586,-0.708,0,-0.048892,-0.01447,-1.226,32.92,24.403,0.616,0.992,3.75,0.0,0.033,0.0,0.3,0.121,0,0,0,0,NEUTRAL,0.3526
SCHW,2024-01-12,0.9,-0.164,0.854,0,0.053965,-0.00046,-4.253,31.81,9.909,0.598,1.301,3.75,0.0,0.0,0.033,0.5,0.102,0,0,0,0,NEUTRAL,0.396
XOM,2023-12-01,0.899,-0.414,0.656,0,0.041755,0.00243,-0.711,50.88,4.574,-0.234,1.048,3.75,0.0,0.0,0.0,0.5,0.064,0,0,0,0,NEUTRAL,0.3408
MS,2024-08-23,0.665,-0.826,-0.657,0,-0.019719,0.01314,3.417,85.27,15.503,0.378,1.177,3.75,0.033,0.0,0.0,0.433,0.073,0,0,0,0,NEUTRAL,0.4422
AFRM,2024-01-12,0.518,-0.832,-1.865,0,-0.010225,-0.02411,-9.198,33.58,27.669,0.467,1.079,3.75,0.0,0.033,0.0,0.3,0.121,0,0,0,0,NEUTRAL,0.3647
BABA,2024-02-02,0.807,-0.493,-0.034,1,-0.000301,-0.00845,-0.034,50.03,11.14,-0.455,0.74,3.75,0.0,0.0,0.0,0.467,0.115,0,0,0,0,NEUTRAL,0.3567
NVDA,2024-09-13,0.69,-1.518,0.657,0,0.007721,-0.00034,0.313,40.16,30.839,-0.05,0.368,3.75,0.0,0.0,0.033,0.4,0.064,0,0,0,0,NEUTRAL,0.3791
PLTR,2024-10-14,0.529,-0.411,0.276,0,-0.08159,-0.00253,11.702,79.49,27.387,0.483,0.643,3.75,0.033,0.033,0.0,0.633,0.101,0,0,0,0,NEUTRAL,0.4236
CSCO,2024-09-13,0.624,-1.493,0.241,0,-0.095428,0.00382,-0.077,40.64,5.663,0.262,0.524,3.75,0.0,0.067,0.0,0.467,0.061,1,0,0,0,ORGANIC,0.1761
ABBV,2024-08-05,1.216,0.671,-1.388,0,0.012882,-0.02639,4.338,67.07,18.257,-0.972,1.091,3.75,0.0,0.033,0.0,0.467,0.091,0,0,0,0,NEUTRAL,0.3791
BA,2024-01-03,1.193,0.469,-1.925,0,0.135278,-0.03168,-3.772,45.38,15.529,-1.366,1.464,3.75,0.0,0.0,0.0,0.433,0.133,0,0,0,0,NEUTRAL,0.4308
DIS,2024-11-12,1.203,0.958,1.074,0,-0.0332,0.00129,4.053,73.22,7.229,-0.307,1.124,3.75,0.0,0.0,0.0,0.333,0.109,0,0,0,0,NEUTRAL,0.3863
FCX,2024-08-05,2.007,2.789,-0.614,2,0.254698,-0.02656,-12.154,17.56,28.303,-4.694,1.338,3.75,0.0,0.067,0.0,0.6,0.087,0,0,1,0,NEUTRAL,0.4447
CVX,2024-10-23,0.849,-0.597,0.558,0,-0.056312,-0.00292,0.608,47.41,6.449,-0.371,0.953,3.75,0.0,0.1,0.033,0.467,0.101,0,0,0,0,NEUTRAL,0.3219
RCL,2023-08-14,0.519,-0.673,-0.386,0,-0.021837,0.009,-0.425,53.87,12.004,-0.136,0.834,3.75,0.0,0.1,0.067,0.5,0.069,1,0,0,0,ORGANIC,0.1162
DHR,2023-10-23,1.178,0.518,0.313,0,0.033861,-0.00869,-4.451,29.24,9.79,-0.428,0.675,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.3677
RBLX,2023-08-14,1.101,0.103,-1.279,2,-0.378983,0.02352,-19.02,25.46,47.674,-1.039,1.001,3.75,0.067,0.0,0.067,0.567,0.075,0,0,0,0,NEUTRAL,0.3568
CRM,2023-10-12,0.809,-0.577,0.243,0,-0.038543,-0.00567,-0.453,48.04,9.109,0.474,1.092,3.75,0.0,0.0,0.0,0.4,0.093,1,0,0,0,ORGANIC,0.1214
LOW,2024-02-23,0.856,-0.549,-0.033,0,-0.041181,0.00885,4.636,69.73,11.506,0.408,0.528,3.75,0.0,0.0,0.1,0.7,0.065,0,0,0,0,NEUTRAL,0.3643
BABA,2023-08-14,0.849,-0.325,-1.512,1,0.071155,-0.02389,-2.527,47.78,12.609,-1.546,0.786,3.75,0.0,0.0,0.0,0.467,0.115,0,0,0,0,NEUTRAL,0.4039
EOG,2024-07-25,0.87,-0.509,-0.681,0,-0.069051,0.01539,0.012,57.35,8.748,0.288,1.052,3.75,0.033,0.067,0.0,0.433,0.104,0,0,0,0,NEUTRAL,0.4013
META,2024-10-23,1.381,1.467,-1.766,0,0.115799,-0.03198,-2.857,39.26,6.278,-0.351,2.189,3.75,0.0,0.0,0.033,0.533,0.092,0,0,0,0,NEUTRAL,0.4179
HOOD,2023-09-13,0.645,-0.501,-1.021,1,0.012678,-0.01681,-0.127,53.16,11.134,-0.37,0.831,3.75,0.0,0.033,0.0,0.667,0.108,0,0,0,0,NEUTRAL,0.4318
WMT,2023-11-21,1.27,0.323,0.909,3,-0.361991,0.0036,-4.374,32.12,10.498,0.103,1.234,3.75,0.0,0.033,0.0,0.4,0.106,0,0,0,0,NEUTRAL,0.4102
TSLA,2024-08-05,0.838,-0.532,-3.395,0,0.01243,-0.04325,-15.82,28.76,31.715,-10.81,2.033,3.75,0.0,0.0,0.1,0.5,0.07,0,0,0,0,NEUTRAL,0.3579
CLF,2023-12-12,0.75,-0.606,0.346,1,-0.066562,-0.00405,0.299,56.11,10.566,-0.173,0.554,3.75,0.0,0.0,0.0,0.333,0.094,0,0,0,0,NEUTRAL,0.3786
IBM,2024-11-01,0.704,-0.642,-0.036,2,-0.055984,0.00737,-7.368,13.63,19.488,0.508,0.66,3.75,0.0,0.0,0.0,0.6,0.108,0,0,0,0,NEUTRAL,0.3612
MMM,2025-01-03,0.769,-0.445,0.638,1,0.066159,0.00131,0.089,50.44,5.435,0.0,0.705,3.75,0.0,0.0,0.033,0.433,0.063,0,0,0,0,NEUTRAL,0.4327
CHWY,2024-08-23,1.118,0.601,-0.288,0,-0.065085,0.01395,7.77,75.71,28.327,2.773,0.795,3.75,0.0,0.067,0.067,0.433,0.088,0,0,0,0,NEUTRAL,0.4169
PATH,2023-07-14,0.788,-0.71,-3.886,0,-0.029757,-0.04787,2.859,63.94,19.126,0.272,1.243,3.75,0.0,0.033,0.0,0.433,0.077,0,0,0,0,NEUTRAL,0.4326
UAL,2024-09-13,1.524,1.54,0.376,0,0.059749,0.01141,12.786,79.04,26.786,0.906,0.796,3.75,0.0,0.067,0.1,0.467,0.067,0,0,0,0,ORGANIC,0.1657
ABBV,2024-01-12,0.887,-0.225,0.782,0,-0.034301,0.00105,3.944,85.72,11.172,0.321,0.44,3.75,0.0,0.033,0.0,0.467,0.091,0,0,0,0,NEUTRAL,0.3951
GE,2023-08-03,0.668,-0.552,0.32,2,-0.035346,0.00348,0.317,55.67,7.857,-0.125,0.763,3.75,0.0,0.067,0.0,0.467,0.122,0,0,0,0,NEUTRAL,0.4102
AAL,2024-03-05,1.444,1.33,0.499,1,0.27361,-0.0095,-2.376,51.01,8.995,-0.405,1.118,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3641
HD,2024-11-12,1.673,1.762,0.396,1,-0.095492,-0.01284,0.315,52.53,8.083,1.46,1.739,3.75,0.0,0.0,0.0,0.5,0.079,0,0,0,0,NEUTRAL,0.3907
RBLX,2023-07-05,1.123,0.427,0.22,0,-0.08676,-0.00907,4.252,53.98,13.541,-1.734,0.918,3.75,0.067,0.0,0.067,0.567,0.075,0,0,0,0,NEUTRAL,0.4176
LOW,2024-03-25,0.75,-0.649,-0.991,1,-0.005818,-0.01756,3.563,67.71,10.673,0.085,1.207,3.75,0.0,0.0,0.1,0.7,0.065,0,0,0,0,NEUTRAL,0.3946
U,2024-04-15,1.1,0.396,-2.377,0,0.084011,-0.03539,-7.052,30.58,12.14,-0.158,1.603,3.75,0.0,0.1,0.0,0.367,0.088,0,0,0,0,NEUTRAL,0.4544
NFLX,2023-08-23,1.619,2.363,-1.861,0,0.070779,0.03421,0.696,48.01,10.861,1.266,1.781,3.75,0.0,0.033,0.067,0.533,0.101,0,0,0,0,NEUTRAL,0.3448
NCLH,2025-01-15,0.953,-0.117,0.876,0,0.002696,0.00077,0.386,48.23,6.903,2.038,0.931,3.75,0.0,0.033,0.067,0.5,0.123,0,0,0,0,NEUTRAL,0.3753
JNJ,2024-02-23,0.844,-1.074,-0.022,0,-0.06359,0.00863,3.016,70.21,4.714,0.268,0.978,3.75,0.0,0.067,0.0,0.467,0.08,0,0,0,0,NEUTRAL,0.4331
ETSY,2023-11-01,2.069,3.51,-0.563,1,0.19141,-0.02668,-5.292,40.2,13.887,-1.108,1.169,3.75,0.033,0.033,0.067,0.467,0.093,0,0,1,0,NEUTRAL,0.3489
ETSY,2024-11-01,1.417,0.805,-1.168,2,0.273392,0.02553,5.084,59.75,11.887,-0.894,1.427,3.75,0.033,0.033,0.067,0.467,0.093,0,0,0,0,NEUTRAL,0.4231
CHWY,2024-05-14,1.91,3.321,-2.625,1,0.224699,0.04434,6.6,63.38,12.536,2.547,1.017,3.75,0.0,0.067,0.067,0.433,0.088,0,0,1,0,ORGANIC,0.2138
IBM,2023-11-01,1.056,0.13,0.531,1,-0.258791,0.00524,3.279,59.67,7.578,0.249,0.928,3.75,0.0,0.0,0.0,0.6,0.108,0,0,0,0,NEUTRAL,0.3529
PLTR,2024-04-24,0.922,-0.256,0.691,0,-0.009575,-0.00231,-3.156,41.29,16.691,1.895,1.093,3.75,0.033,0.033,0.0,0.633,0.101,0,0,0,0,NEUTRAL,0.4354
TLRY,2024-01-12,0.929,-0.217,-0.649,1,-0.065027,-0.01592,-12.881,43.85,29.41,1.579,0.724,3.75,0.033,0.0,0.0,0.367,0.104,0,0,0,0,NEUTRAL,0.3572
CRM,2023-11-21,0.937,-0.373,0.577,0,-0.024565,-0.0036,6.519,82.87,18.146,-0.502,0.615,3.75,0.0,0.0,0.0,0.4,0.093,1,0,0,0,ORGANIC,0.1851
AVGO,2024-09-24,0.98,-0.037,-0.118,1,0.035262,0.01093,9.898,65.76,25.2,-0.075,0.645,3.75,0.0,0.033,0.0,0.633,0.125,0,0,0,0,NEUTRAL,0.4315
BYND,2024-11-01,1.354,1.213,1.354,0,-0.006343,0.0,-4.56,35.64,10.723,1.478,0.886,3.75,0.0,0.033,0.0,0.533,0.136,0,0,0,0,NEUTRAL,0.3949
NOK,2023-07-25,0.757,-0.524,0.504,2,-0.141959,0.00252,-2.088,40.51,13.678,-0.253,0.705,3.75,0.0,0.1,0.0,0.467,0.106,0,0,0,0,NEUTRAL,0.386
WMT,2025-01-15,1.014,0.027,0.408,0,0.018694,0.00604,-0.683,54.05,6.575,0.308,0.736,3.75,0.0,0.033,0.0,0.4,0.106,0,0,0,0,NEUTRAL,0.3738
AI,2024-04-24,1.131,0.526,1.041,0,0.043571,0.0009,-5.174,31.12,38.868,2.777,1.167,3.75,0.0,0.033,0.067,0.333,0.099,0,0,0,0,HYPE,0.7776
GOOGL,2024-11-12,0.933,-0.141,0.229,1,-0.092888,0.00702,6.794,77.26,15.329,-0.294,0.808,3.75,0.0,0.0,0.033,0.567,0.08,0,0,0,0,NEUTRAL,0.3587
SNOW,2024-09-24,1.452,0.774,0.781,1,0.084489,-0.00673,0.394,53.72,6.356,-0.98,0.956,3.75,0.0,0.0,0.033,0.5,0.095,0,0,0,0,NEUTRAL,0.3855
IBM,2023-08-23,0.606,-1.434,-0.751,0,-0.064554,0.01348,0.758,52.54,2.936,0.163,1.134,3.75,0.0,0.0,0.0,0.6,0.108,0,0,0,0,NEUTRAL,0.4001
CRM,2024-09-04,0.837,-0.317,0.684,3,-0.367356,-0.00153,-3.505,40.71,10.999,-0.641,0.679,3.75,0.0,0.0,0.0,0.4,0.093,1,0,0,0,ORGANIC,0.2064
SNAP,2023-12-21,1.223,0.496,-2.572,3,-0.085843,0.03725,13.936,85.85,42.934,2.048,0.788,3.75,0.0,0.033,0.0,0.633,0.094,0,0,0,0,NEUTRAL,0.4191
BBBY,2024-06-04,0.494,-0.659,0.299,0,0.017351,-0.00196,-8.864,10.94,37.739,-0.978,0.485,3.75,0.0,0.0,0.0,0.5,0.165,0,0,0,0,NEUTRAL,0.4734
TGT,2023-10-23,0.652,-1.385,-0.644,0,0.01796,-0.01304,-1.264,50.71,8.162,-0.68,0.643,3.75,0.0,0.033,0.033,0.467,0.081,0,0,0,0,NEUTRAL,0.4176
PINS,2024-11-12,1.045,0.041,0.123,3,0.022508,0.00917,-4.781,45.82,14.267,-0.296,1.003,3.75,0.0,0.067,0.1,0.333,0.064,0,0,0,0,NEUTRAL,0.4007
DIS,2023-08-23,0.447,-0.871,0.4,1,-0.093074,0.00047,-1.477,51.25,7.629,0.023,0.454,3.75,0.0,0.0,0.0,0.333,0.109,0,0,0,0,NEUTRAL,0.407
MMM,2023-12-21,0.551,-0.839,-1.272,1,-0.440824,0.01807,3.047,65.58,12.869,0.531,0.747,3.75,0.0,0.0,0.033,0.433,0.063,0,0,0,0,NEUTRAL,0.4463
NOK,2024-02-02,0.636,-0.921,-0.478,2,-0.038046,-0.0112,0.853,52.87,17.078,-0.836,0.47,3.75,0.0,0.1,0.0,0.467,0.106,0,0,0,0,NEUTRAL,0.3238
C,2023-10-23,1.099,0.433,-0.892,1,0.001621,-0.02011,-4.159,40.12,7.223,-0.252,0.922,3.75,0.033,0.0,0.0,0.533,0.074,0,0,0,0,NEUTRAL,0.4435
AAPL,2024-06-13,1.456,0.696,0.907,3,0.283577,0.00548,9.926,86.31,15.658,0.784,0.949,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,ORGANIC,0.1784
CAT,2024-11-01,0.742,-0.798,-0.17,1,-0.134113,0.00908,-2.431,35.55,6.276,0.497,0.882,3.75,0.0,0.033,0.0,0.533,0.083,0,0,0,0,NEUTRAL,0.4374
NVDA,2024-03-05,0.934,-0.268,0.076,0,0.065176,0.00854,14.169,73.41,29.36,0.043,0.845,3.75,0.0,0.0,0.033,0.4,0.064,0,0,0,0,NEUTRAL,0.3975
MRK,2024-09-04,0.99,-0.048,0.321,0,0.064558,-0.00671,0.408,62.73,5.733,0.069,1.323,3.75,0.0,0.067,0.0,0.433,0.082,1,0,0,0,ORGANIC,0.1781
UPST,2023-10-12,0.91,-0.437,-3.468,0,-0.049104,-0.04477,-0.003,56.19,14.66,0.689,0.978,3.75,0.0,0.033,0.033,0.333,0.073,0,0,0,0,NEUTRAL,0.392
