ticker,snapshot_date,rvol,volume_zscore,vol_price_divergence,vol_spike_days,vol_trend_slope_norm,log_return_1d,price_vs_sma20,rsi_14,bb_width,gap_open,range_expansion,buzz_density,extreme_language_ratio,moderate_hype_ratio,bearish_ratio,source_diversity,headline_similarity,catalyst_flag,hype_without_catalyst,news_volume_sync,silent_spike,pseudo_label,hype_score_raw
AFRM,2023-12-01,1.541,0.89,-7.933,2,-0.218856,0.09052,42.248,90.15,70.896,-0.61,1.502,3.75,0.0,0.033,0.0,0.3,0.121,0,0,0,0,HYPE,0.8111
PENN,2023-08-23,0.519,-0.367,0.519,2,-0.023961,0.0,-6.933,41.35,21.135,-0.395,0.483,3.75,0.0,0.0,0.067,0.467,0.072,0,0,0,0,NEUTRAL,0.4035
TLRY,2024-11-21,1.013,0.03,-0.538,0,0.030717,0.01538,-13.957,29.11,43.812,0.775,1.116,3.75,0.033,0.0,0.0,0.367,0.104,0,0,0,0,HYPE,0.8253
COIN,2023-11-10,0.952,-0.101,0.887,1,0.136238,0.00065,15.767,69.74,34.398,1.658,0.859,3.75,0.0,0.067,0.067,0.367,0.044,0,0,0,0,NEUTRAL,0.3995
MCD,2023-10-03,1.264,0.697,-0.001,0,0.133083,-0.01273,-6.731,15.88,12.301,-0.21,1.122,3.75,0.0,0.0,0.033,0.5,0.097,0,0,0,0,NEUTRAL,0.3988
MSFT,2024-10-03,0.727,-0.58,0.585,1,-0.014043,-0.00142,-2.132,35.77,9.403,0.12,0.905,3.75,0.0,0.033,0.0,0.6,0.068,0,0,0,0,NEUTRAL,0.3985
WMT,2023-09-22,0.807,-0.275,0.541,1,0.031733,0.00265,-0.069,53.51,5.088,0.191,0.849,3.75,0.0,0.033,0.0,0.4,0.106,0,0,0,0,NEUTRAL,0.4373
ADBE,2024-09-13,4.349,3.809,-4.121,2,0.848114,-0.0885,-5.13,41.28,7.533,-9.203,1.055,3.75,0.0,0.0,0.0,0.567,0.083,0,0,1,0,ORGANIC,0.1936
LLY,2024-07-16,0.765,-1.08,-0.167,0,-0.059362,-0.00937,3.159,66.43,9.506,0.557,0.857,3.75,0.0,0.033,0.0,0.4,0.132,0,0,0,0,NEUTRAL,0.3717
NVDA,2025-01-03,1.162,0.64,-3.291,0,0.075007,0.04357,5.439,59.68,13.143,1.229,1.051,3.75,0.0,0.0,0.033,0.4,0.064,0,0,0,0,NEUTRAL,0.4572
ROKU,2024-01-12,0.806,-0.753,0.113,0,-0.043433,-0.00695,-6.205,39.22,17.403,-0.242,0.636,3.75,0.033,0.067,0.0,0.467,0.124,0,0,0,0,NEUTRAL,0.3944
MMM,2024-06-25,1.02,0.024,0.107,0,0.056026,-0.00917,1.688,67.84,6.101,-0.107,0.959,3.75,0.0,0.0,0.033,0.433,0.063,0,0,0,0,NEUTRAL,0.3851
CSCO,2024-07-16,0.841,-0.29,0.799,0,-0.035613,0.00042,1.652,55.39,5.158,0.105,1.077,3.75,0.0,0.067,0.0,0.467,0.061,1,0,0,0,ORGANIC,0.1936
ORCL,2024-06-25,0.708,-0.443,0.193,2,-0.068962,-0.00516,6.641,74.73,30.518,-0.636,0.59,3.75,0.0,0.0,0.0,0.6,0.101,1,0,0,0,ORGANIC,0.1954
NVDA,2023-09-01,0.734,-0.868,-0.98,1,-0.097389,-0.01729,6.686,68.85,21.936,0.825,0.724,3.75,0.0,0.0,0.033,0.4,0.064,0,0,0,0,NEUTRAL,0.3915
HON,2024-01-03,1.251,0.589,-0.888,0,0.14537,-0.02162,0.464,58.48,8.612,-0.278,1.891,3.75,0.0,0.033,0.033,0.3,0.116,0,0,0,0,NEUTRAL,0.4055
DAL,2024-06-04,1.201,0.827,-0.63,0,-0.110124,-0.01848,-3.722,30.2,8.694,-0.374,1.733,3.75,0.0,0.033,0.0,0.5,0.116,0,0,0,0,NEUTRAL,0.3922
CAT,2024-06-25,0.806,-0.421,0.018,1,-0.069654,-0.00791,-0.838,49.71,7.329,-0.603,0.841,3.75,0.0,0.033,0.0,0.533,0.083,0,0,0,0,NEUTRAL,0.414
PINS,2023-07-05,1.264,0.726,-0.535,1,-0.101898,0.01783,8.221,73.32,21.791,-1.028,1.535,3.75,0.0,0.067,0.1,0.333,0.064,0,0,0,0,NEUTRAL,0.4008
MS,2023-09-01,0.875,-0.547,0.17,0,-0.062265,0.00702,0.06,40.55,8.452,0.998,0.884,3.75,0.033,0.0,0.0,0.433,0.073,0,0,0,0,NEUTRAL,0.3972
RIOT,2023-10-23,1.987,2.364,-7.032,2,0.205623,0.08635,3.494,59.39,18.896,2.818,1.358,3.75,0.033,0.033,0.0,0.567,0.069,0,0,1,0,HYPE,0.813
SNDL,2024-11-21,1.095,0.158,0.075,0,0.086079,0.01015,-4.116,42.35,23.367,-0.51,1.945,3.75,0.0,0.0,0.067,0.4,0.093,0,0,0,0,NEUTRAL,0.4259
CLF,2024-08-23,1.17,0.859,-1.938,0,0.040909,0.03061,-1.081,49.13,27.62,0.389,1.298,3.75,0.0,0.0,0.0,0.333,0.094,0,0,0,0,NEUTRAL,0.4252
LLY,2024-03-14,0.797,-0.797,0.416,0,-0.133315,0.00381,-0.628,47.04,7.411,0.938,0.912,3.75,0.0,0.033,0.0,0.4,0.132,0,0,0,0,NEUTRAL,0.3901
FCX,2024-06-13,0.836,-0.522,-1.623,0,-0.055705,-0.0249,-6.827,38.08,14.862,-0.183,1.013,3.75,0.0,0.067,0.0,0.6,0.087,0,0,0,0,NEUTRAL,0.4117
SCHW,2024-10-14,1.023,0.092,0.816,0,-0.045636,0.00207,4.53,68.71,8.242,0.266,0.697,3.75,0.0,0.0,0.033,0.5,0.102,0,0,0,0,NEUTRAL,0.3624
PINS,2023-11-21,0.588,-0.497,-1.155,0,-0.035054,-0.01758,5.598,65.83,36.114,-0.685,1.077,3.75,0.0,0.067,0.1,0.333,0.064,0,0,0,0,NEUTRAL,0.4052
BAC,2024-07-25,1.087,0.235,-0.122,1,-0.028454,-0.01216,0.079,59.3,12.483,-0.403,0.703,3.75,0.0,0.0,0.033,0.433,0.142,0,0,0,0,NEUTRAL,0.4282
BAC,2023-10-23,1.125,0.486,-1.688,1,-0.14525,-0.02853,-4.379,46.03,9.025,-0.684,0.952,3.75,0.0,0.0,0.033,0.433,0.142,0,0,0,0,NEUTRAL,0.4119
PENN,2024-05-14,1.091,0.149,-5.466,1,-0.040107,0.06351,3.241,42.59,18.395,2.837,0.774,3.75,0.0,0.0,0.067,0.467,0.072,0,0,0,0,NEUTRAL,0.4464
SCHW,2024-08-14,1.496,1.232,-3.097,0,0.226369,0.0449,2.791,47.25,9.444,2.016,1.565,3.75,0.0,0.0,0.033,0.5,0.102,0,0,0,0,NEUTRAL,0.4368
AAPL,2024-11-21,0.96,-0.188,0.751,0,-0.048104,-0.0021,0.711,63.0,6.003,-0.052,1.24,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.3804
U,2023-10-23,1.079,0.224,-1.902,1,-0.002896,-0.03027,-9.763,33.63,18.757,-4.306,1.068,3.75,0.0,0.1,0.0,0.367,0.088,0,0,0,0,NEUTRAL,0.36
RIVN,2024-06-13,0.987,-0.046,-4.86,0,0.069747,-0.06025,1.684,64.43,23.909,0.254,1.412,3.75,0.033,0.0,0.033,0.3,0.06,0,0,0,0,HYPE,0.8624
C,2024-01-03,1.51,0.999,0.379,0,0.276499,0.01125,7.052,82.37,14.106,0.396,1.894,3.75,0.033,0.0,0.0,0.533,0.074,0,0,0,0,ORGANIC,0.1909
GE,2024-11-21,1.055,0.254,0.651,0,-0.026742,0.00404,0.508,62.32,9.109,0.242,0.923,3.75,0.0,0.067,0.0,0.467,0.122,0,0,0,0,NEUTRAL,0.4027
MARA,2024-01-12,1.294,0.877,-13.974,2,0.167425,-0.16568,-20.363,39.92,57.467,-4.018,0.985,3.75,0.0,0.0,0.0,0.667,0.059,0,0,0,0,NEUTRAL,0.3752
IBM,2023-10-12,0.968,-0.073,-0.421,0,0.024124,-0.01399,-1.612,27.37,7.705,-0.503,1.108,3.75,0.0,0.0,0.0,0.6,0.108,0,0,0,0,NEUTRAL,0.4258
BAC,2024-10-03,0.696,-0.925,0.645,0,-0.041204,0.00051,-0.409,56.0,5.225,-0.637,0.912,3.75,0.0,0.0,0.033,0.433,0.142,0,0,0,0,NEUTRAL,0.3893
AAPL,2025-01-03,0.854,-0.269,0.653,1,0.033868,-0.00201,-2.612,43.88,7.934,-0.201,0.543,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.3617
CRM,2025-02-05,0.72,-0.609,-0.382,2,-0.110686,0.01095,4.114,68.57,14.912,0.459,0.863,3.75,0.0,0.0,0.0,0.4,0.093,1,0,0,0,ORGANIC,0.2113
MSFT,2023-11-21,0.957,-0.134,-0.201,0,0.095644,-0.01165,4.735,73.06,17.814,-0.469,0.897,3.75,0.0,0.033,0.0,0.6,0.068,0,0,0,0,NEUTRAL,0.3329
CVNA,2024-10-23,1.054,0.175,1.049,0,0.092303,-5e-05,6.291,80.49,19.338,0.213,1.018,3.75,0.0,0.0,0.067,0.5,0.088,0,0,0,0,NEUTRAL,0.3973
TMO,2024-07-16,0.631,-0.551,-1.341,0,-0.100294,0.01953,1.071,49.27,8.775,0.837,0.935,3.75,0.0,0.0,0.033,0.367,0.094,0,0,0,0,NEUTRAL,0.4041
TLRY,2023-07-25,0.681,-0.836,0.089,0,-0.115573,-0.00593,0.689,52.13,16.633,-0.592,0.596,3.75,0.033,0.0,0.0,0.367,0.104,0,0,0,0,NEUTRAL,0.4044
IBM,2024-05-23,0.828,-0.429,-0.91,0,0.03318,-0.01754,1.891,68.93,7.078,0.979,2.143,3.75,0.0,0.0,0.0,0.6,0.108,0,0,0,0,NEUTRAL,0.4281
GM,2024-08-05,1.427,0.917,-1.536,2,0.184754,-0.03008,-13.577,12.86,25.681,-4.299,0.964,3.75,0.0,0.067,0.033,0.533,0.089,0,0,0,0,NEUTRAL,0.4136
ABBV,2024-09-24,0.965,-0.081,0.8,1,0.030339,-0.00165,-0.736,42.04,3.61,-0.454,1.2,3.75,0.0,0.033,0.0,0.467,0.091,0,0,0,0,NEUTRAL,0.4027
CVX,2024-06-25,0.775,-0.496,0.241,1,-0.029513,-0.00535,1.377,56.7,6.291,-0.119,0.604,3.75,0.0,0.1,0.033,0.467,0.101,0,0,0,0,NEUTRAL,0.4048
MRK,2024-06-13,0.656,-0.774,0.018,1,-0.001239,-0.0064,-0.032,44.74,6.824,-0.138,0.719,3.75,0.0,0.067,0.0,0.433,0.082,1,0,0,0,ORGANIC,0.2145
AAL,2023-11-21,0.714,-1.256,-1.464,0,-0.107091,-0.02201,3.503,65.52,16.788,-0.806,0.819,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4043
TSLA,2024-03-14,1.229,1.511,-2.889,0,0.099928,-0.04206,-13.809,25.53,26.598,-1.009,1.442,3.75,0.0,0.0,0.1,0.5,0.07,0,0,0,0,NEUTRAL,0.4366
GE,2023-12-21,0.911,-0.187,-2.007,2,-0.277254,0.02876,4.422,62.05,7.237,0.697,1.384,3.75,0.0,0.067,0.0,0.467,0.122,0,0,0,0,NEUTRAL,0.4086
UAL,2024-05-23,0.735,-1.055,-0.524,0,-0.08604,-0.01267,-2.554,50.52,10.087,0.401,1.237,3.75,0.0,0.067,0.1,0.467,0.067,0,0,0,0,NEUTRAL,0.3646
PENN,2023-07-14,1.036,0.135,-3.025,0,-0.071226,-0.04145,5.118,70.33,18.839,-0.332,1.203,3.75,0.0,0.0,0.067,0.467,0.072,0,0,0,0,NEUTRAL,0.378
DHR,2024-07-16,0.822,-0.445,-1.579,0,0.040141,0.02372,1.726,47.14,9.828,0.719,1.455,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.4004
AI,2024-06-04,0.753,-0.209,0.04,3,-0.573012,0.0071,14.428,67.24,30.704,-1.969,0.918,3.75,0.0,0.033,0.067,0.333,0.099,0,0,0,0,NEUTRAL,0.4138
NFLX,2023-09-22,0.737,-0.507,-0.393,2,-0.011025,-0.01136,-9.389,15.23,22.469,0.221,0.786,3.75,0.0,0.033,0.067,0.533,0.101,0,0,0,0,NEUTRAL,0.3965
AAL,2024-01-03,1.291,1.002,-2.355,0,0.167459,-0.03714,-7.035,32.13,12.384,-2.158,1.139,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4188
DHR,2023-08-23,0.687,-0.845,-1.379,0,-0.04083,0.02045,-0.117,45.32,4.29,1.021,1.039,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.4374
AVGO,2024-04-24,0.839,-0.598,0.228,1,-0.134827,0.00609,-4.019,41.7,14.529,1.178,0.912,3.75,0.0,0.033,0.0,0.633,0.125,0,0,0,0,NEUTRAL,0.3873
SLB,2023-11-21,0.792,-0.561,0.754,0,-0.067213,-0.00038,-3.417,35.52,12.641,-0.967,0.742,3.75,0.033,0.067,0.033,0.533,0.086,1,0,0,0,ORGANIC,0.2208
AAL,2024-06-25,0.694,-0.416,0.426,0,0.057335,-0.00269,-3.226,37.75,16.669,0.179,1.1,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3566
GOOGL,2023-08-23,1.058,0.246,-1.49,0,-0.074963,0.02517,1.821,60.44,4.952,0.852,1.413,3.75,0.0,0.0,0.033,0.567,0.08,0,0,0,0,NEUTRAL,0.3792
BLK,2023-07-05,1.138,0.38,1.03,0,0.079979,-0.00108,0.727,52.69,4.852,-0.275,1.515,3.75,0.033,0.033,0.0,0.467,0.088,0,0,0,0,NEUTRAL,0.4073
LOW,2023-10-23,0.958,-0.239,-0.155,0,0.054754,-0.01119,-5.682,26.23,12.046,-0.047,1.077,3.75,0.0,0.0,0.1,0.7,0.065,0,0,0,0,NEUTRAL,0.3713
TSLA,2025-01-27,0.768,-1.17,-1.551,0,-0.08319,-0.02347,-3.315,44.55,16.421,-2.897,0.948,3.75,0.0,0.0,0.1,0.5,0.07,0,0,0,0,NEUTRAL,0.4067
CRM,2024-03-05,1.365,0.55,-3.685,3,-0.292763,-0.05182,1.403,61.87,13.28,-1.058,2.027,3.75,0.0,0.0,0.0,0.4,0.093,1,0,0,0,ORGANIC,0.1536
NOW,2024-09-24,0.848,-0.279,0.637,1,-0.01957,-0.00211,6.195,76.96,17.243,0.0,0.939,3.75,0.0,0.0,0.0,0.433,0.088,0,0,0,0,NEUTRAL,0.3344
NCLH,2024-09-04,1.028,0.124,-0.789,0,0.04561,-0.01834,4.396,69.06,25.134,-0.738,1.003,3.75,0.0,0.033,0.067,0.5,0.123,0,0,0,0,NEUTRAL,0.3804
NOK,2024-09-04,1.31,0.419,1.31,3,0.015582,0.0,6.53,73.81,21.248,-0.457,1.063,3.75,0.0,0.1,0.0,0.467,0.106,0,0,0,0,HYPE,0.7983
FCX,2024-01-24,2.433,2.975,-1.627,2,0.352371,0.03981,-2.29,41.7,17.401,6.497,1.387,3.75,0.0,0.067,0.0,0.6,0.087,0,0,1,0,NEUTRAL,0.4144
COIN,2024-08-05,2.083,2.814,-5.239,1,0.340845,-0.07604,-18.306,29.14,33.951,-20.754,2.283,3.75,0.0,0.067,0.067,0.367,0.044,0,0,1,0,HYPE,0.8239
EOG,2024-08-05,1.712,1.798,1.55,1,0.303379,0.00163,-3.058,30.46,9.268,-1.896,1.426,3.75,0.033,0.067,0.0,0.433,0.104,0,0,0,0,NEUTRAL,0.3974
COP,2024-04-04,0.685,-0.586,0.594,0,-0.014507,0.00091,7.412,93.91,19.509,0.38,0.69,3.75,0.033,0.1,0.0,0.333,0.068,0,0,0,0,ORGANIC,0.1878
MRK,2023-08-03,0.769,-1.087,0.741,0,0.022244,0.00028,-1.35,44.6,5.871,-0.587,0.437,3.75,0.0,0.067,0.0,0.433,0.082,1,0,0,0,ORGANIC,0.2206
WMT,2025-01-03,0.61,-0.76,-0.257,1,0.022112,0.00863,-2.391,37.71,7.916,0.167,0.815,3.75,0.0,0.033,0.0,0.4,0.106,0,0,0,0,NEUTRAL,0.3478
AMD,2024-01-24,1.57,1.493,-4.291,3,-0.095339,0.05695,17.165,85.53,33.444,2.452,1.163,3.75,0.0,0.033,0.067,0.667,0.096,0,0,0,0,ORGANIC,0.2209
HON,2024-02-13,1.225,0.554,-0.467,2,0.086134,-0.01707,-2.314,40.03,7.916,-0.309,1.163,3.75,0.0,0.033,0.033,0.3,0.116,0,0,0,0,NEUTRAL,0.4091
AA,2024-06-04,1.191,0.58,-3.353,0,0.009424,-0.04651,2.132,58.48,25.08,-2.272,1.222,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.3756
META,2025-01-03,0.933,-0.089,0.033,1,0.100822,0.00895,-0.546,39.1,9.318,0.921,0.961,3.75,0.0,0.0,0.033,0.533,0.092,0,0,0,0,NEUTRAL,0.3765
TSLA,2024-07-05,1.643,1.423,-0.439,2,0.158481,0.02061,29.812,88.12,48.422,1.388,0.941,3.75,0.0,0.0,0.1,0.5,0.07,0,0,0,0,ORGANIC,0.1682
NFLX,2024-03-25,0.585,-1.161,0.497,1,-0.038342,-0.00088,2.601,69.48,6.855,-0.018,0.561,3.75,0.0,0.033,0.067,0.533,0.101,0,0,0,0,NEUTRAL,0.3659
ABBV,2024-05-23,1.077,0.242,0.231,0,0.092791,-0.00849,-2.302,34.26,4.887,-0.363,1.019,3.75,0.0,0.033,0.0,0.467,0.091,0,0,0,0,NEUTRAL,0.4009
ETSY,2025-02-14,1.449,1.365,-1.949,0,0.158467,0.03342,5.47,62.69,10.528,0.904,1.175,3.75,0.033,0.033,0.067,0.467,0.093,0,0,0,0,NEUTRAL,0.3447
SOFI,2024-07-25,0.974,-0.063,-1.42,2,0.00157,0.02366,4.364,65.04,29.348,-1.408,1.145,3.75,0.0,0.0,0.133,0.4,0.112,0,0,0,0,NEUTRAL,0.4069
EOG,2024-11-12,1.044,0.137,1.021,1,-0.031771,0.00023,6.158,67.3,13.086,0.0,0.393,3.75,0.033,0.067,0.0,0.433,0.104,0,0,0,0,NEUTRAL,0.3987
PG,2024-04-24,1.009,0.037,0.328,0,-0.077297,0.00679,3.301,83.77,7.308,-0.186,1.48,3.75,0.0,0.0,0.033,0.5,0.089,0,0,0,0,NEUTRAL,0.448
COP,2023-08-03,1.447,1.748,0.928,0,0.173694,-0.0052,2.838,73.57,16.396,-0.588,1.916,3.75,0.033,0.1,0.0,0.333,0.068,0,0,0,0,ORGANIC,0.2169
PFE,2024-12-23,0.785,-0.484,-0.543,1,-0.007578,0.01319,3.471,60.4,6.411,-0.0,1.003,3.75,0.0,0.033,0.033,0.4,0.083,0,0,0,0,NEUTRAL,0.3328
CVX,2023-10-03,0.824,-0.521,0.589,0,-0.083096,0.00234,-0.155,52.14,3.907,-0.372,0.809,3.75,0.0,0.1,0.033,0.467,0.101,0,0,0,0,NEUTRAL,0.3592
DE,2024-07-05,0.766,-0.308,0.006,1,-0.699339,-0.00764,-2.944,34.99,6.986,0.102,0.816,3.75,0.0,0.033,0.033,0.3,0.095,0,0,0,0,NEUTRAL,0.4075
DHR,2024-01-12,0.958,-0.074,-0.235,0,-0.118961,-0.012,-2.139,42.03,4.691,0.355,0.861,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.3888
TSLA,2023-12-21,0.918,-0.441,-2.06,0,-0.036853,0.02935,4.454,63.32,11.263,1.926,0.759,3.75,0.0,0.0,0.1,0.5,0.07,0,0,0,0,NEUTRAL,0.4234
AAPL,2025-02-05,0.651,-1.056,0.509,0,-0.144578,-0.00142,-0.073,45.0,10.909,-1.834,0.661,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.4048
DHR,2024-03-14,1.163,0.59,0.329,0,0.114186,-0.00838,0.068,48.61,3.613,-0.58,1.45,3.75,0.0,0.0,0.0,0.367,0.091,0,0,0,0,NEUTRAL,0.4005
MARA,2024-03-14,0.73,-0.652,-6.732,0,-0.117349,-0.07755,-25.284,38.97,57.742,-2.538,0.723,3.75,0.0,0.0,0.0,0.667,0.059,0,0,0,0,NEUTRAL,0.4503
FCX,2025-01-27,1.372,0.912,-1.643,1,0.053113,-0.03061,-5.454,44.31,10.145,-1.56,0.601,3.75,0.0,0.067,0.0,0.6,0.087,0,0,0,0,NEUTRAL,0.3755
CVNA,2023-08-14,0.34,-0.68,0.315,0,-0.008133,-0.00024,-8.95,44.81,38.479,-2.798,0.715,3.75,0.0,0.0,0.067,0.5,0.088,0,0,0,0,NEUTRAL,0.3983
U,2023-12-21,0.845,-0.418,-1.844,1,-0.129939,0.02654,17.489,73.7,48.713,2.146,0.788,3.75,0.0,0.1,0.0,0.367,0.088,0,0,0,0,NEUTRAL,0.3732
CHWY,2023-07-25,0.867,-0.229,0.513,3,-0.260417,-0.00355,-9.476,29.08,17.347,0.177,0.632,3.75,0.0,0.067,0.067,0.433,0.088,0,0,0,0,NEUTRAL,0.3583
U,2023-08-14,0.681,-1.007,0.435,0,-0.089467,-0.00246,-13.39,22.66,34.045,-2.048,0.818,3.75,0.0,0.1,0.0,0.367,0.088,0,0,0,0,NEUTRAL,0.4493
SNOW,2024-04-24,0.814,-0.576,-1.713,0,0.004225,0.02496,0.767,54.98,12.034,1.211,0.726,3.75,0.0,0.0,0.033,0.5,0.095,0,0,0,0,NEUTRAL,0.4141
SOFI,2024-09-24,1.051,0.171,-0.086,0,-0.1345,-0.01143,2.033,58.37,20.349,0.505,1.225,3.75,0.0,0.0,0.133,0.4,0.112,0,0,0,0,NEUTRAL,0.3702
SPCE,2024-03-25,0.764,-0.515,-1.41,2,-0.211925,-0.02198,-16.253,31.88,36.986,0.725,1.002,3.75,0.167,0.033,0.0,0.6,0.078,0,0,0,0,NEUTRAL,0.3487
SPCE,2024-05-14,2.606,2.746,-19.509,2,0.369011,0.1998,34.413,75.91,44.723,22.115,1.641,3.75,0.167,0.033,0.0,0.6,0.078,0,0,1,0,HYPE,0.821
GE,2023-07-05,0.703,-0.803,0.361,0,-0.048842,0.00341,2.409,55.89,6.044,-0.055,0.722,3.75,0.0,0.067,0.0,0.467,0.122,0,0,0,0,NEUTRAL,0.3703
AMGN,2023-12-21,0.729,-0.449,-0.779,1,-0.529124,0.01497,2.599,59.42,7.071,0.498,0.681,3.75,0.0,0.0,0.0,0.533,0.074,0,0,0,0,NEUTRAL,0.369
HON,2023-11-21,0.648,-1.213,0.356,0,-0.156325,-0.00292,3.312,70.9,11.307,-0.37,0.652,3.75,0.0,0.033,0.033,0.3,0.116,0,0,0,0,NEUTRAL,0.3362
C,2024-07-16,1.442,1.153,-1.828,1,0.131086,0.03218,6.092,72.53,14.849,-0.215,1.771,3.75,0.033,0.0,0.0,0.533,0.074,0,0,0,0,NEUTRAL,0.3802
BA,2024-01-24,1.161,0.204,-0.083,2,-0.116133,0.01236,-7.488,31.0,36.299,-0.79,1.236,3.75,0.0,0.0,0.0,0.433,0.133,0,0,0,0,NEUTRAL,0.3746
TLRY,2024-01-03,1.431,1.1,-2.172,2,-0.019242,0.0354,11.705,70.49,36.152,-1.802,1.399,3.75,0.033,0.0,0.0,0.367,0.104,0,0,0,0,HYPE,0.819
RIOT,2024-05-23,0.896,-0.359,-6.704,0,0.000468,-0.07904,-3.429,46.34,23.4,1.39,1.38,3.75,0.033,0.033,0.0,0.567,0.069,0,0,0,0,NEUTRAL,0.4004
CRM,2024-01-12,0.908,-0.196,0.705,0,0.01656,0.00202,3.746,56.17,9.258,-0.055,0.807,3.75,0.0,0.0,0.0,0.4,0.093,1,0,0,0,ORGANIC,0.1722
CLF,2024-02-02,0.95,-0.116,0.852,3,-0.046104,-0.00098,8.457,74.86,18.245,-0.54,0.863,3.75,0.0,0.0,0.0,0.333,0.094,0,0,0,0,NEUTRAL,0.3175
MU,2023-07-14,0.768,-0.411,0.071,0,-0.045773,-0.007,-0.81,46.15,13.385,-0.356,1.196,3.75,0.033,0.033,0.033,0.467,0.094,0,0,0,0,NEUTRAL,0.4402
RBLX,2024-01-03,0.724,-0.731,-1.788,0,0.021393,-0.02544,-3.586,49.49,20.986,-1.791,0.883,3.75,0.067,0.0,0.067,0.567,0.075,0,0,0,0,NEUTRAL,0.4015
CVNA,2023-10-03,0.759,-0.506,-1.89,0,0.001253,-0.02685,-16.329,31.12,46.23,-1.401,0.968,3.75,0.0,0.0,0.067,0.5,0.088,0,0,0,0,NEUTRAL,0.422
PATH,2025-02-05,0.893,-0.302,-2.226,1,-0.108543,0.03071,7.979,65.57,19.475,0.139,0.592,3.75,0.0,0.033,0.0,0.433,0.077,0,0,0,0,NEUTRAL,0.4139
CLF,2024-05-03,0.68,-0.519,-1.172,1,-0.093662,0.01835,-11.091,20.74,40.771,0.926,0.52,3.75,0.0,0.0,0.0,0.333,0.094,0,0,0,0,NEUTRAL,0.4167
IBM,2023-11-21,0.632,-0.885,0.347,0,-0.075325,-0.00285,4.708,83.67,13.661,0.162,0.641,3.75,0.0,0.0,0.0,0.6,0.108,0,0,0,0,NEUTRAL,0.438
AAL,2025-01-15,0.895,-0.31,0.126,1,-0.101557,-0.00772,4.264,59.9,12.443,1.812,0.962,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3841
CHWY,2024-12-03,1.432,0.448,1.402,0,0.196431,-0.0003,2.42,54.0,21.266,-0.892,0.984,3.75,0.0,0.067,0.067,0.433,0.088,0,0,0,0,NEUTRAL,0.3993
NKE,2024-11-12,0.964,-0.111,0.886,0,-0.174471,0.00078,-2.691,34.69,13.325,-0.183,0.9,3.75,0.067,0.033,0.0,0.5,0.118,0,0,0,0,NEUTRAL,0.444
GOOGL,2024-11-21,1.952,2.096,-2.793,1,0.174263,-0.04861,-3.635,45.89,11.381,-1.182,2.715,3.75,0.0,0.0,0.033,0.567,0.08,0,0,1,0,NEUTRAL,0.381
BMY,2024-05-23,0.894,-0.456,-0.996,0,-0.00209,-0.01908,-5.439,28.32,8.581,-0.992,1.026,3.75,0.0,0.0,0.033,0.433,0.155,1,0,0,0,ORGANIC,0.1765
NOK,2025-01-15,2.181,2.872,-0.036,1,0.25251,0.02193,2.627,61.43,6.419,2.661,0.734,3.75,0.0,0.1,0.0,0.467,0.106,0,0,1,0,HYPE,0.8184
GME,2024-10-14,0.678,-0.25,-1.722,0,0.036882,0.02372,-0.147,37.05,18.263,-0.384,1.524,3.75,0.033,0.033,0.033,0.433,0.079,0,0,0,0,NEUTRAL,0.4314
ABBV,2024-03-05,1.061,0.255,-0.131,0,-0.016082,0.01185,1.659,64.55,4.642,0.418,0.634,3.75,0.0,0.033,0.0,0.467,0.091,0,0,0,0,NEUTRAL,0.3385
ABBV,2023-09-01,0.907,-0.495,0.063,0,0.048436,0.0084,-0.795,30.07,5.281,0.272,0.825,3.75,0.0,0.033,0.0,0.467,0.091,0,0,0,0,NEUTRAL,0.4055
ETSY,2023-12-21,0.492,-0.991,-1.482,2,-0.336251,0.01955,5.36,55.63,21.052,1.902,0.52,3.75,0.033,0.033,0.067,0.467,0.093,0,0,0,0,NEUTRAL,0.381
SLB,2023-07-14,1.264,0.634,0.759,1,-0.027215,-0.00506,13.359,93.7,29.855,-1.027,0.452,3.75,0.033,0.067,0.033,0.533,0.086,1,0,0,0,ORGANIC,0.2019
CVNA,2024-12-12,0.692,-0.422,-0.576,0,-0.068372,-0.01275,-1.228,49.6,11.629,-0.719,0.492,3.75,0.0,0.0,0.067,0.5,0.088,0,0,0,0,NEUTRAL,0.4031
NOW,2024-11-21,0.874,-0.597,-1.479,0,-0.108809,0.02326,5.245,75.41,16.296,1.041,0.95,3.75,0.0,0.0,0.0,0.433,0.088,0,0,0,0,NEUTRAL,0.3534
